Camera,LOCATION_LAT,LOCATION_LON,LOCATION_ELEV,Site Description
sevmvecreo1redinc,34.338200,-106.739200,1577,"Creosote drought experiment camera 1, Sevilleta LTER, New Mexico"
sevmvecreo20redinc,34.338600,-106.739000,1577,"Creosote drought experiment camera 20, Sevilleta LTER, New Mexico"
sevmvecreo21redinc,34.338600,-106.739000,1577,"Creosote drought experiment camera 21, Sevilleta LTER, New Mexico"
sevmvecreo22ambinc,34.338600,-106.739000,1577,"Creosote drought experiment camera 22, Sevilleta LTER, New Mexico"
sevmvecreo23ambinc,34.338600,-106.739000,1577,"Creosote drought experiment camera 23, Sevilleta LTER, New Mexico"
sevmvecreo24ambamb,34.338600,-106.739000,1577,"Creosote drought experiment camera 24, Sevilleta LTER, New Mexico"
sevmvecreo2redinc,34.338200,-106.739100,1577,"Creosote drought experiment camera 2, Sevilleta LTER, New Mexico"
sevmvecreo3redamb,34.338200,-106.738900,1577,"Creosote drought experiment camera 3, Sevilleta LTER, New Mexico"
sevmvecreo4ambinc,34.338400,-106.739200,1577,"Creosote drought experiment camera 4, Sevilleta LTER, New Mexico"
sevmvecreo5ambinc,34.338400,-106.739000,1577,"Creosote drought experiment camera 5, Sevilleta LTER, New Mexico"
sevmvecreo6ambamb,34.338300,-106.738900,1577,"Creosote drought experiment camera 6, Sevilleta LTER, New Mexico"
sevmvecreo7ambinc,34.338100,-106.738800,1577,"Creosote drought experiment camera 7, Sevilleta LTER, New Mexico"
sevmvecreo8ambinc,34.338100,-106.738700,1577,"Creosote drought experiment camera 8, Sevilleta LTER, New Mexico"
sevmvecreo9ambamb,34.338100,-106.738500,1577,"Creosote drought experiment camera 9, Sevilleta LTER, New Mexico"
sevmvepj10redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 10, Sevilleta LTER, New Mexico"
sevmvepj11redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 11, Sevilleta LTER, New Mexico"
sevmvepj12ambamb,34.000000,-106.000000,1960,"PJ drought experiment camera 12, Sevilleta LTER, New Mexico"
sevmvepj13redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 13, Sevilleta LTER, New Mexico"
sevmvepj14redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 14, Sevilleta LTER, New Mexico"
sevmvepj15ambamb,34.000000,-106.000000,1960,"PJ drought experiment camera 15, Sevilleta LTER, New Mexico"
sevmvepj16ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 16, Sevilleta LTER, New Mexico"
sevmvepj17ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 17, Sevilleta LTER, New Mexico"
sevmvepj18redamb,34.000000,-106.000000,1960,"PJ drought experiment camera 18, Sevilleta LTER, New Mexico"
sevmvepj1ambamb,34.000000,-106.000000,1960,"PJ drought experiment camera 1, Sevilleta LTER, New Mexico"
sevmvepj2redamb,34.000000,-106.000000,1960,"PJ drought experiment camera 2, Sevilleta LTER, New Mexico"
sevmvepj3ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 3, Sevilleta LTER, New Mexico"
sevmvepj4ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 4, Sevilleta LTER, New Mexico"
sevmvepj5redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 5, Sevilleta LTER, New Mexico"
sevmvepj6redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 6, Sevilleta LTER, New Mexico"
sevmvepj7ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 7, Sevilleta LTER, New Mexico"
sevmvepj8ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 8, Sevilleta LTER, New Mexico"
sevmvepj9redamb,34.000000,-106.000000,1960,"PJ drought experiment camera 9, Sevilleta LTER, New Mexico"
sevpjrm12,34.386150,-106.526210,1905,Sevilleta LTER pinon-juniper rainfall manipulation. Plot 12: 45% drought
sevpjrm13,34.386310,-106.527910,1914,Sevilleta LTER pinon-juniper rainfall manipulation. Plot 13: 45% legacy drought
sevpjrm15,34.386150,-106.528380,1916,Sevilleta LTER pinon-juniper rainfall manipulation. Plot 15: 75% drought
sevpjrm16,34.385770,-106.528970,1922,Sevilleta LTER pinon-juniper rainfall manipulation. Plot 16: Control
sevpjrm17,34.386760,-106.528370,1918,Sevilleta LTER pinon-juniper rainfall manipulation. Plot 17: 90% drought
shahariya,31.599908,34.832867,240,"Shahariya Forest, Israel"
shalehillsczo,40.665800,-77.904100,310,"Susquehanna Shale Hills Critical Zone Observatory (CZO), Pennsylvania"
shamrock,37.302500,-107.486390,2446,"Weminuche Wilderness Area, San Juan National Forrest near Bayfield, Colorado"
shangqiu,34.515500,115.595000,55,"Main Tower, maize and wheat, Henan, China"
shenandoah,38.616700,-78.350000,1037,"Pinnacles Viewpoint, Shenandoah National Park, Virginia"
sherman,38.036614,-121.754003,-5,"Twitchell Island, Antioch, California"
shermanbarn,38.040000,-121.727000,-5,"Pasture on Sherman Island in the Sacramento-San Joaquin River Delta, CA"
shiningrock,35.390159,-82.774967,1500,"Shining Rock Wilderness, Blue Ridge Parkway National Park, North Carolina"
shoallake,50.370500,-100.533900,553,"Shoal Lake Marsh Flux Tower, Emergent Bulrush Marsh, Manitoba"
si01pokljuka,46.367200,13.938600,1397,"Krucmanove konte, Pokljuka, Slovenia"
si02trnovski,45.998600,13.733000,827,"Fondek, Trnovski gozd, Slovenia"
si03sezana,45.670800,13.859700,420,"Gropajski bori, Sezana, Slovenia"
si04brdo,46.287200,14.400000,471,"Brdo, Kranj, Slovenia"
si05kocevska,45.536600,14.800000,705,"Borovec, Kočevska reka, Slovenia"
si08zasavje,46.095800,15.063800,927,"Lontovž, Zasavje, Slovenia"
si09loskipotok,45.636300,14.633600,876,"Gorica, Travljanska gora, Loški potok, Slovenia"
si10krakovski,45.881900,15.416300,152,"Krakovski gozd, Kostanjevica, Slovenia"
si11murska,46.496900,16.512700,155,"Murska Šuma, Lendava, Slovenia"
si12pohorjetratice,46.463300,15.386600,1289,"Tratice, Pohorje, Slovenia"
si50pohorjelahen,46.542900,15.326800,519,"FGM Smolarjevo, Lehen, Podvelka, Maribor, Slovenia"
si51zuzemberk,45.774300,14.944600,506,"FGM Pri studencu, Žužemberk Stavča vas Novo mesto Straža, Slovenia"
si97kras1,45.543200,13.916200,529,karst temporary tower (kras začasna stolp)
si98kras2,45.542811,13.916440,529,karst temporary southern plot (kras začasna južna ploskev)
si99gislj,46.052800,14.480200,220,"Gis vrt, Ljubljana, Slovenia"
siikanevabog,61.838500,24.170300,176,"Bog, FluxWIN site, Siikaneva Bog, Finland"
siikanevabogforest,61.838300,24.172000,172,"Forest Met Station, FluxWIN site, Siikaneva Bog, Finland"
siikanevabogintermediate,61.838400,24.171700,180,"Intermediate site between upland forest and bog, FluxWIN site, Siikaneva Bog"
silaslittle,39.913700,-74.596000,33,"Silas Little Experimental Forest, New Lisbon, New Jersey"
siljansfors,60.881233,14.383535,240,"Siljansfors Research Station, Mora, Sweden"
siljansfors2,60.881233,14.383535,240,"Siljansfors Research Station, Mora, Sweden"
siljansfors3,60.881200,14.384300,240,"Siljansfors Research Station, Mora, Sweden"
silverplains,-42.091200,147.087100,868,Silver Plains subalpine grassland
silverplainsexpt,-42.090800,147.087500,880,Silver Plains subalpine grassland experiment
silversalmonlks,59.973700,-152.671300,7,"Lake Clark National Park and Preserve, Alaska, USA"
silverton,44.998600,-122.694800,347,"Silverton CO2 Observation Site, Willamette Valley, Oregon"
sirta,48.717300,2.208900,156,"SIRTA Atmospheric Observatory, Palaiseau, France"
siwetland,38.036900,-121.754600,-5,Sherman Island
slatefloodplain,38.909400,-107.028200,2725,"Slate River, Crested Butte, Colorado"
slovenia1karstgrassland,45.550800,13.918700,437,"Submediterranean Karst grassland, low-intensity grazing, SW Slovenia, Europe"
slovenia2karstsecforest,45.543200,13.916200,436,"Secondary woodland developed on abandoned grassland (>40 years out of use), SW Slovenia"
slovenia3moskanjci,46.409800,15.996300,212,"Moskanjci Tillage Experiment, Ptuj, Slovenia, Europe"
smokylook,35.632529,-83.943113,801,"Look Rock, Great Smoky National Park, Tennessee"
smokypurchase,35.586000,-83.073300,1550,"Purchase Knob, Great Smoky National Park, Tennessee"
snakerivermn,46.120556,-93.244670,1181,"Hay-Snake State Wildlife Management Area, near Woodland, Minnesota"
snipelake,60.610300,-154.319900,706,"Snipe Lake, Lake Clark National Park and Preserve, Alaska"
snodgrass1,38.926196,-106.971438,3023,"SNOD-LA, Snodgrass Mountain Lower Aspen"
snodgrass2,38.926196,-106.971438,3023,"SNOD-LA, Snodgrass Mountain Lower Aspen (understory)"
snodgrass3,38.928400,-106.978120,3141,"SNOD-MA, Snodgrass Mountain Middle Aspen"
snodgrass4,38.928400,-106.978120,3141,"SNOD-MA, Snodgrass Mountain Middle Aspen (understory)"
snodgrass5,38.927448,-106.978521,3152,"SNOD-MC, Snodgrass Mountain Middle Conifer"
snodgrass6,38.927448,-106.978521,3152,"SNOD-MC, Snodgrass Mountain Middle Conifer (meadow)"
snodgrass7,38.931421,-106.985239,3363,"SNOD-HC, Snodgrass Mountain High Conifer (understory)"
snodgrass8,38.931421,-106.985239,3363,"SNOD-HC, Snodgrass Mountain High Conifer"
soltis,10.382700,-84.620900,538,"Meteorology Tower (Rainforest), Soltis Center, San Ramon, Costa Rica"
somo,51.765000,10.518000,770,"near-natural forest peatland, Harz mountains"
southerngreatplains,36.605800,-97.488800,314,"ARM Southern Great Plains Central Facility, Billings, Oklahoma, USA"
springfieldma,42.135162,-72.585972,56,"Academy Hill School, Springfield, Massachusetts"
spruceA0EMI,47.504900,-93.454100,413,"SPRUCE Experiment, EM Instruments, Marcell Experimental Forest, Minnesota, USA"
spruceA0EMT,47.504900,-93.454100,418,"SPRUCE EM Transect, Marcell Experimental Forest, Grand Rapids, Minnesota, USA"
spruceA0P07,47.504930,-93.453140,413,"SPRUCE Experiment, Control plot 7, Marcell Experimental Forest, Minnesota, USA"
spruceA0P07SH,47.504930,-93.453140,413,"SPRUCE Experiment, Control plot 7, Marcell Experimental Forest, Minnesota, USA"
spruceA0P21,47.506250,-93.452750,413,"SPRUCE Experiment, Control plot 21, Marcell Experimental Forest, Minnesota, USA"
spruceA0P21SH,47.506250,-93.452750,413,"SPRUCE Experiment, Control plot 21, Marcell Experimental Forest, Minnesota, USA"
spruceinst,47.504900,-93.454100,412,"S1 bog Marcell Experimental Forest, 40 km north of Grand Rapids, Minnesota, USA"
spruceshrub,47.504900,-93.454100,412,"S1 bog Marcell Experimental Forest, 40 km north of Grand Rapids, Minnesota, USA"
spruceT0P06,47.505100,-93.453500,410,"+0°C/aCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT0P06SH,47.505100,-93.453500,410,"+0°C/aCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT0P19E,47.506500,-93.453500,410,"+0°C/eCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT0P19ESH,47.506500,-93.453500,410,"+0°C/eCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT2P11E,47.505300,-93.452700,410,"+2°C/eCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT2P11ESH,47.505300,-93.452700,410,"+2°C/eCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT2P20,47.506400,-93.453200,410,"+2°C/aCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT2P20SH,47.506400,-93.453200,410,"+2°C/aCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT4P04E,47.505200,-93.454000,410,"+5°C/eCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT4P04ESH,47.505200,-93.454000,410,"+5°C/eCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT4P13,47.505700,-93.453000,410,"+5°C/aCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT4P13SH,47.505700,-93.453000,410,"+5°C/aCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT6P08,47.505600,-93.453900,410,"+7°C/aCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT6P08SH,47.505600,-93.453900,410,"+7°C/aCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT6P16E,47.506100,-93.453200,410,"+7°C/eCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT6P16ESH,47.506100,-93.453200,410,"+7°C/eCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT9P10E,47.505400,-93.453200,410,"+9°C/eCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT9P10ESH,47.505400,-93.453200,410,"+9°C/eCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT9P17,47.506000,-93.452700,410,"+9°C/aCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
spruceT9P17SH,47.506000,-93.452700,410,"+9°C/aCO2, Marcell Experimental Forest, north of Grand Rapids, Minnesota, USA"
sprucetree,47.504900,-93.454100,412,"S1 bog Marcell Experimental Forest, 40 km north of Grand Rapids, Minnesota, USA"
srg,31.789400,-110.827600,1281,"Santa Rita Experimental Range Grassland AmeriFlux site, southern Arizona"
srm,31.821400,-110.866100,1116,"Mesquite Savanna, Southern Arizona"
srm0,31.821400,-110.866100,1116,"Mesquite Savanna, Southern Arizona"
stanislausforage,37.699400,-121.136700,17,"Main Tower (forage crop) in San Joaquin county, CA"
statenrice1,38.123500,-121.549000,-5,"Rice field eddy covariance tower at Staten Island, CA"
stevensonoaks001,34.456600,-119.242600,247,"Northern Vineyard at Southwest Corner (Looking East), Ojai, California"
stjones,39.088222,-75.437250,2,"St. Jones Estuarine Research Reserve, Dover, Delaware"
summit1,37.916700,-81.122100,548,"Summit Bechtel Reserve, WV, Sustainability Tree House"
sunflowerjerez1,36.745500,-6.003300,56,"Sun flower plot, Jerez, Spain"
sweetbriar,37.573410,-79.084820,242,"Sweet Briar College Land-Atmosphere Research Station, Virginia"
sweetbriarclearcut,37.575300,-79.087200,242,Sweet Briar Loblolly Clearcut
sweetbriargrass,37.560500,-79.088400,240,Virginia Tech Global Change Center
swisscanopycrane2e,47.438600,7.776200,538,"Swiss Canopy Crane II, Hölstein BL, Switzerland"
swisscanopycrane2n,47.438600,7.776200,538,"Swiss Canopy Crane II, Hölstein BL, Switzerland"
swisscanopycrane2s,47.438600,7.776200,538,"Swiss Canopy Crane II, Hölstein BL, Switzerland"
swisscanopycrane2w,47.438600,7.776200,538,"Swiss Canopy Crane II, Hölstein BL, Switzerland"
sylvania,46.242000,-89.348000,540,"Sylvania Wilderness, Wisconsin"
taosmountain,36.428396,-105.573034,2127,"Taos, New Mexico, USA"
tapajos,-2.855550,-54.958996,200,"Rio Tapajos, Santarém, Brazil"
teddy,46.894722,-103.377500,853,"Painted Canyon Visitor Center, Teddy Roosevelt National Park, North Dakota"
templefieldstation1,40.166700,-75.189400,105,"Secondary Forest, Learning Center, Temple Ambler Field Station, Ambler, PA"
templefieldstation2,40.163700,-75.194400,99,"Temple Forest Obervatory overlook, Temple Ambler Field Station, Ambler, PA"
testcamnau,35.000000,-111.000000,,
testcamnau2,35.000000,-111.000000,,
tfforest,43.108600,-70.950500,23,"University of New Hampshire, Thompson Farm Observatory, Durham, New Hampshire"
thompsonfarm,43.109200,-70.948400,20,"University of New Hampshire, Thompson Farm Observatory, Durham, New Hampshire"
thompsonfarm2N,43.108600,-70.950500,23,"University of New Hampshire, Thompson Farm Observatory, Durham, New Hampshire"
thompsonfarmfluxtower,43.108400,-70.951900,23,"University of New Hampshire, Thompson Farm Flux Tower, Durham, New Hampshire"
tidewater,35.850400,-76.650100,5,"Tidewater Flux Gradient Tower experiment, row crop, North Carolina State University"
tidmarshplymouth,41.915700,-70.575400,9,"Tidmarsh West (Cranberry bog/ Freshwater wetland), Beaver Dam Road, Plymouth, Massachusetts"
tonnersjoheden,56.714200,13.121400,80,"Tönnersjöheden Research Station, Simlångsdalen, Sweden"
tonnersjoheden2,56.714200,13.121400,80,"Tönnersjöheden Research Station, Simlångsdalen, Sweden"
tonzi,38.430917,-120.965886,177,"Tonzi Ranch, Amador County, California"
topaz1,35.351400,-120.050500,535,"Topaz Solar Farm Reference Plot, Santa Margarita, San Luis Obispo County, CA"
topaz2,35.351400,-120.050500,535,"Topaz Solar Farm Under Plot, Santa Margarita, San Luis Obispo County, CA"
topaz3,35.351400,-120.050500,535,"Topaz Solar Farm Adjacent Plot, Santa Margarita, San Luis Obispo County, CA"
torgnon-ld,45.823760,7.560890,2091,"Torgnon Research Site (Forest site), Torgnon, Italy"
torgnon-nd,45.844400,7.578100,2160,"Torgnon Research Site (Alpine grassland site), Torgnon, Italy"
torrepalacio,36.990500,-6.442600,3,Doñana marshes from the survey tower located at El Palacio
townsenddemeadow,39.391700,-75.628100,11,"Blackbird Creek Reserve MET Station, Meadow, Townsend, Delaware"
tsubiology,36.167100,-86.829500,164,"Harned Hall, TSU campus"
tsubiology2,36.117100,-86.829500,100,"Campus forest, site 2"
tubberurb,52.512283,13.327855,34,"Technical University of Berlin, Urban Vegetation, Berlin."
tuckerprairie,38.949100,-91.995200,274,"Tucker Prairie Natural Area, Missouri"
turkeypointdbf,42.635300,-80.557600,211,"Mature Deciduous Site, Turkey Point Carbon Cycle Research Project, Ontario, Canada"
turkeypointenf02,42.661700,-80.559900,194,"2002 White Pine, Turkey Point Carbon Cycle Research Project, Ontario, Canada"
turkeypointenf39,42.710200,-80.357300,232,"1939 White Pine, Turkey Point Carbon Cycle Research Project, Ontario Canada"
turkeypointenf74,42.707360,-80.348500,216,"1974 White Pine, Turkey Point Carbon Cycle Research Project, Ontario Canada"
turtleback,37.713333,-119.706111,1605,"Turtleback Dome, Yosemite National Park, California"
twitchell,38.108728,-121.653017,-5,"Twitchell Island, Antioch, California"
twitchellalfalfa,38.115422,-121.646666,-9,"Twitchell Island, Antioch, California, USA"
twitchellalfalfa2,38.115422,-121.646666,-9,"Twitchell Island, Antioch, California, USA"
twodafo,29.165800,-95.829000,16,Mixed bottomland hardwood forest
twolcsh,27.665000,-98.200700,216,"La Copita Demonstration Ranch, Mixed Shrub"
tworfaa,31.477700,-96.888200,167,Crops grown under best management practices
tworfpr,31.480200,-96.882600,162,Remnant native prairie in otherwise agriculturally intensive area
tworfta,31.469300,-96.886400,173,Crops grown under traditional agricultural practices
twosfpr,30.617600,-97.293800,157,Mixed prairie/pasture surrounded by row cropping and grazing
twosusm,28.780500,-95.614300,0,Tidally influenced salt marsh
twotfpr,30.532700,-96.425200,68,Improved pasture within experimental research farm
ucnrsanzaborrego,33.240100,-116.388600,214,"University of California, Irvine Natural Reserve System, Steele Burnand Anza-Borrego Desert Research Center"
ufona,27.383600,-81.950856,25,"Pine Flatwoods, Ona, Florida, USA"
uiefmaize,40.062822,-88.196128,224,"Maize/Soybean agroecosystem at the University of Illinois Energy Farm, Urbana, IL USA"
uiefmaize2,40.062800,-88.196100,224,"Maize/Soybean agroecosystem at the University of Illinois Energy Farm, Urbana, IL USA"
uiefmiscanthus,40.062810,-88.198428,221,"Miscanthus agroecosystem at the University of Illinois Energy Farm, Urbana, IL USA"
uiefmiscanthus2,40.062800,-88.198400,221,"Miscanthus agroecosystem at the University of Illinois Energy Farm, Urbana, IL USA"
uiefprairie,40.064624,-88.198469,224,"Restored prairie at the University of Illinois Energy Farm, Urbana, IL USA"
uiefprairie2,40.063700,-88.197300,224,"Restored prairie at the University of Illinois Energy Farm, Urbana, IL USA"
uiefsorghum,40.006500,-88.203200,224,University of Illinois Energy Farm sorghum
uiefswitchgrass,40.064654,-88.196063,224,"Switchgrass agroecosystem at the University of Illinois Energy Farm, Urbana, IL USA"
uiefswitchgrass2,40.063700,-88.197300,224,"Switchgrass agroecosystem at the University of Illinois Energy Farm, Urbana, IL USA"
umichbiological,45.559840,-84.713820,230,"University of Michigan Biological Station, near Pellston, Michigan"
umichbiological2,45.562500,-84.697600,240,"FASET Tower, University of Michigan Biological Station, near Pellston, Michigan"
unca,35.595100,-82.551500,650,University of North Carolina Asheville
upperbuffalo,35.863732,-93.493222,777,"Upper Buffalo Wilderness, Ozark National Forest, Arkansas"
usdadfrc,43.344800,-89.711700,957,"USDA Dairy Forage Research Center, Prairie du Sac, WI"
usgseros,43.734300,-96.623400,448,"Earth Resources Observation and Science Center, South Dakota"
usgsreston,38.947100,-77.367600,10,"USGS Headquarters, Reston, Virginia"
usmpj,34.438450,-106.254361,2126,"Heritage Land Conservancy, Pinyon-Juniper Site near Mountainair, NM"
usof1,35.737100,-90.049200,70,"Osceola Farm Rice Field, Victoria, AR - AWD"
usof2,35.740600,-90.048900,70,"Osceola Farm Rice Field, Victoria, AR - Convential"
usof3,35.737200,-90.044400,70,"Osceola Farm Rice Field, Victoria, AR - Rice Row"
usof4,35.734400,-90.038100,70,"Osceola Farm Rice Field, Victoria, AR - Rice Row"
usof5,35.729700,-90.040600,70,"Osceola Farm Rice Field 2, Victoria, AR - MIRI"
usof6,35.733300,-90.040300,70,"Osceola Farm Rice Field 3, Victoria, AR - AWD"
utepgreenroof,31.768600,-106.503900,1190,"Green Roof, University of Texas at El Paso, Biology Building, El Paso, TX"
utwente1,52.240077,6.850103,25,"Campus of University of Twente, Building de Spiegel, (Enschede, Netherlands), mixed vegetation"
utwente2,52.237472,6.860780,30,"University of Twente, Building de Horst, Enschede, the Netherlands, mixed forest"
uwmfieldsta,43.387090,-88.022900,265,"University of Wisconsin-Milwaukee Field Station, Saukville, Wisconsin"
vaira,38.413281,-120.950636,129,"Vaira Ranch, Amador County, California"
vallesburnedconifer,35.888400,-106.532100,3043,"Subalpine Burned Conifer Site, Valles Cauldera National Preserve, New Mexico"
vallesmixedconifer,35.919200,-106.614200,2752,"Subalpine Mixed Conifer Site, Valles Cauldera National Preserve, New Mexico"
vallesponderosapine,35.864000,-106.596400,2501,"Ponderosa Pine Site, Valles Cauldera National Preserve, New Mexico"
vancouverisland,49.536240,-124.901994,173,"University of British Columbia Douglas-fir Chronosequence (HDF88), Vancouver Island, British Columbia"
vancouversaltmarsh,49.088800,-122.895400,4,"Coastal tidal salt marsh, British Columbia, Canada."
vandy,36.142900,-86.797300,169,"Peabody campus, Vanderbilt University"
vejrumbro,56.437400,9.546800,4,"Peatland - Vejrumbro, Denmark"
vejrumbrowest,56.437400,9.543100,4,Vejrumbro West
vincennes,48.834700,2.466300,62,"Jardin d'agronomie Tropicale, Nogent sur Marne, France"
vindeln2,64.243700,19.767300,224,"SITES Svartberget Research Station, Vindeln, Sweden"
voulundgaard,56.037700,9.160900,67,"Flux site (agriculture), Voulundgaard, Denmark"
waahila,21.301700,-157.815200,55,"Waahila Ridge, University of Hawaii at Manoa, Honolulu, Hawaii"
wallersorghum,30.095800,-95.969500,87,"Sorghum field at Prairie View, TX"
warrenwilson,35.606900,-82.442100,2198,"Warren Wilson College, Swannanoa, NC"
wcu,35.311800,-83.178300,2258,"Western Carolina University, North Carolina"
webbrc,38.076600,-121.595800,-6,Webb Tract Rice
webbwl,38.080500,-121.608700,-5,Webb Tract Wetland
westedge,43.142100,-70.954400,90,"University of New Hampshire, West Edge (parking lot), Durham, NH"
westpond,38.107419,-121.646869,-5,"Twitchell Island, Antioch, California"
westpond2,38.107400,-121.646900,-5,"Twitchell Island, Antioch, California"
wheatdryface1,31.970200,34.800200,70,Tower FACE_1 (Free Air CO2 Enrichment experiment) in a wheat field in Israel.
wheatdryface2,31.970200,34.800200,70,Tower FACE_2 (Free Air CO2 Enrichment experiment) in a wheat field in Israel
willamettegrass,45.112900,-122.656000,60,"Grassland site, Willamette Valley, Oregon"
willamettepoplar,44.136800,-123.182300,112,"Poplar Plantation, Willamette Valley, near Eugene, Oregon"
willamettewheat,45.108900,-122.666200,52,"Wheat site, Willamette Valley, Oregon"
willowcreek,45.805986,-90.079120,521,"Willow Creek, Chequamegon-Nicolet National Forest, Wisconsin"
windriver,45.821283,-121.952083,371,"Thornton T. Munger Research Natural Area, Wind River Experimental Forest, Washington"
windriverunderstory,45.821283,-121.952083,371,"Understory Camera, Thornton T. Munger Research Natural Area, Wind River Experimental Forest, Washington"
witnesstree,42.535562,-72.189570,354,"Witness Treee, Barn Tower, Harvard Forest, Petersham, Massachusetts"
wolfesneckfarm,43.830500,-70.071500,16,"Pasture at Wolfes Neck Farm, Freeport, Maine"
woodshole,41.549500,-70.643200,10,"Woods Hole Research Center, Falmouth, Massachusetts"
woodstockvt,43.613153,-72.544490,227,"Woodstock Union Middle School, Woodstock, Vermont, USA"
worcester,42.269700,-71.842800,185,"Worcester State University, Worcester, Massachusetts"
wuestebach2,50.503000,6.335900,666,"fenced clear cut 2013, Wuestebach, Monschau, North Rihne Westphalia, Germany"
yakimabasin1,46.921600,-120.658500,892,"Flux tower outside Evans Canyon Fire area (site A3), Yakima County, Washington"
yakimabasin2,46.904500,-120.624100,832,"Flux tower inside Evans Canyon Fire area (site A5), Yakima County, Washington"
yatir,31.347000,35.052000,700,"Yatir Forest, Israel"
zarnekow1,53.876000,12.889100,10,"rewetted polder, Zarnekow, NE Germany"
